user_id,username,description,class,Medical_professional,Advocate_Activist,Educator,Researcher,Job_Posting,organizations,Government,Miscellaneous
124172052,AdamRodmanMD,"General internist, educator, historian,  author, co-director @iMEDEducation @BIDMC_IM, host of #histmed podcast @BedsideRounds @ACPInternists. He/him/his. 🖖","Medical professional, Educator, Researcher",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1318168706359373824,Shaque89_,🔴Clinical Programme Executive @MedicsAcademy ✨ 🟣Content & Curriculum Director @HLA_int 🟠@Globant Rising Star Finalist ✨⭕️ Medicine @MaastrichtU 🩺 🇳🇱,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295697157,asmeofficial,"Advancing Scholarship in Medical Education, for those across the continuum of healthcare education. Follow our hashtags #asmebitesize #MedEdForum",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1433397005166907397,kokikatokk,"An academic GP, MPH, MFM cand @UoEFamMed; BJGP Open Editorial Board Member. Based in Fukuoka, Japan. https://t.co/6w6E2a2qE1",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298312012,doctorkayleigh,#MedEd @Imperial_MERU. Currently researching #sustainablehealthcare #personalisedcare #participation #susqi #preparedness #innovation #equity #sdoh #clinhum,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
246058085,abbattist,"#hcsim meets educational psychology, simulating is scaffolding, Tweets my own.",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
471143047,DrFerdowsi,ceo https://t.co/y21qq8nWwq / a founding physician https://t.co/5La1rvgAAv / cofounder @medicast acq @provinnovation / @techstars alum / @montgomerybell alum,"Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19346141,tcymet,"Internist/Family Med Doc, Provost of proposed medical school in Maryland with URM focus. ER at U of MD Capital Region Tweets are my personal opinions",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404474833849786368,ValCardozoV,"Research Associate @SEHCResearch; MSc Public Health, Global Health Specialization @NTNU; All tweets my own views.",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
930232236363927554,adkelleysoc,"Distinguished Teacher-Scholar Postdoc Fellow @lymanbriggs. Med soc, queer/trans families, repro justice. Fmr social worker & sex educator. Novice birder. 🏳️‍🌈","Researcher, Advocate/Activist",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2351930977,DrMarianneT,"Editor-in-Chief, CANDJ. Clinical ND, writer, BC/AB expat. Pro public/planetary health, plant based diets, EDI, pelvic care/menopause, 2SLGBTQ+ health. she/her",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007242926290710528,korrapati_priya,"CEO, entrepreneur and business leader of @eMedEvents , the world’s largest marketplace for #CME/ #CE. 
For questions and inquiries visit https://t.co/8dtxAtMseQ",Job Posting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52755534,lyongilbert,Life and professional experience. Tell the truth and nothing but.,Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
331797747,NickDeGroot1,Nick De Groot is the Dean at the Canadian College of Naturopathic Medicine. Posted comments do not represent the opinion of CCNM.,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205821548,myCCNMResearch,National leader in clinical naturopathic research; advancing our understanding of complementary and naturopathic medicine @myCCNM.,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
234480129,DrCyndiND,"naturopathic doctor, author, plant whisperer, activist, queer/spawn, assoc. editor @candjournal, faculty @myccnm. she/they🌈","Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1408440669262200841,CANDJournal,The CAND Journal (CANDJ) is the official peer reviewed publication of the Canadian Association of Naturopathic Doctors (@naturopathicdrs).,Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506186296678445061,MaddinsonB,The Global Market Place for #ContinuingMedicalEducation,Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2421845690,eMedEvents,"eMedEvents is a global #CME marketplace, serving all of your education and medical news needs in one convenient place!
#MedTwitter",Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087128968426209280,RupiLegha,"Child/Adult psychiatrist. Co-Founder Antiracist Healing Collaborative. Click link👇🏽to sign up for my Antiracist MD newsletter.
https://t.co/DdUoY1AKOI","Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45102445,SanjayViswa,"Chairman - AdiGroup, Adi Health+Wellness, Ed4All, IJoHS",Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250775636320239617,AdiPartners,Invest in pillars of Society to improve Humanity,Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
718522345,StanfordCISL,Center for Immersive and Simulation-based Learning at Stanford School of Medicine,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
219890738,elias_415,Standardized Patient Educator @StanfordCISL | 2017-22 Committee Member @ASPE_Tweets | SF Native | Moderate Dem | Pescatarian | $BTC,Educators,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1028336068322643970,KoushikReddyMD,Director-CCU & Interventional Cardiology @TampaVA Asso Prof @USFHealth Treasurer @ACLifeMed Health Promotion & Disease Prevention. Proud To Be A Public Servant.,"Medical professional, Government",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1306530076666650624,JineelRaythatha,"Want to be #surgeonscientist |
Love: General & Paediatric Surgery, Trauma, #MedEd, Research","Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16323422,georgeta,MD/MPH/PhD. UNC at Chapel Hill Alumna. CVD Epi. MayoClinic crtf'ed HWC. Lifestyle Med. & Prev. Cardio. Behavioral Cardiology. Teaching research methods.,"Medical professional, Researcher, Educator",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4273687997,FlynnMarina,"Wife, Mother, Gynaecologist, Head of School O+G York's & Humber, History anorak,chicken keeper. Love my glass shed. Really bad at cycling 
Personal views.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390476027,coggi33,simulation educator Western Sydney #AUS #expert💩,Educators,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1335454299099426822,LuigiCastella14,“Ho esperienza in fatto di destino beffardo. A forza di frequentarlo ho però imparato una cosa: mai assecondarlo” (Cit.),Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
959806992163463169,neonatelee1,Academic lead for simulation at the Greenwich Learning and Simulation Centre (GLASC). Snr lecturer. SFHEA. RN Child. MSc Adv Practice. Doctoral student. PFC.,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047190972176748549,K_DickinsonMD,"Surgery Simulation Education @uamssimcenter. IPE. Alumni @MayoClinic, @uclmedsci & ACSAEI Sim Fellowship. FRCS @rcsnews, MEd @UHouston",Medical Professional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085281307146575873,Dr_Gerin_Lajoie,"Vice-President, Physician Health & Wellness, @CMA_docs/ Vice-présidente, Santé & bien-être, @AMC_sante - Tweets/opinions are my own.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194196672,chris_r_simon,"Director, Physician Wellness & Medical Culture @CMA_Docs / Alumni @stfxuniversity @uOttawa / Bluenoser @ heart / Dad x 2 / Keep your CPR up to-date",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13157722,silgarth,"Soccer loving, crossword doing, computer geek.",Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123858468,ExamSoft,ExamSoft provides a learning assessment platform w/practical solutions that streamline & improve education programs through unparalleled exam security & data.,Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306136273782935553,MentalHealthBo5,"A friendly bot that re/tweets (infrequently) about #MentalHealth and shares stories of struggle, support, growth, recovery, and small wins everyday.",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1495634675024691200,roshnaemed,https://t.co/cH1MdlwrkR…,Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33076161,doctatum,"Palliative Medicine and Geriatrics. Community-based palliative care. Family Medicine. St Louis, MO (and a little soccer)",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514068837943193600,IMMedEdSS,"Informative Minute(s): Addressing Medicine, Education, and Social Science. Addressing these issues one article at a time. 
Created by Dr. Kara Alcegueire MD",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
885107676488794118,ColemanDM_vasc,"Division Chief, Duke Vascular Surgery; translational scientist; surgical educator; LTC USAR @DukeVascular @DukeSurgery","Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1528488028544684033,BlackVascular,Established 2021 • RT ≠ endorsement,Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
799949976801595392,DVervoort94,PhD ⏳️/Vanier @ihpmeuoft/@UofTCVsurgery | Advisor @surgfoundation | Emerging Leader @worldheartfed | Digital Media @annalsthorsurg @CJCJournals | #OCR 👟& 🧗‍♂️,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50320600,AmerGeriatrics,"We are a nationwide society of geriatrics healthcare professionals dedicated to improving the health, independence, and quality of life of older people.",Medical professionals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450632641028440065,marcuswarnerr,PGY-0 @EmoryDeptofMed | @TulaneMedicine | @XULA1925 | @blacnola | HBCU Made,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925357917095723008,KernNetwork,"Dedicated to advancing character, caring and practical wisdom in medicine to promote flourishing within, across and beyond the medical profession.",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3362966289,ATSMedEd,Official account for the ATS Section on #MedEd. Resource & collaboration hub for medical educators & learners.,Educator,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
544312504,GlobalHealthDr,Med/Peds Hospitalist | a forever student | UMN | tweets are mine | she/her | Global is Local | The World is Here.,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805592198284722176,mattryesciguy,Precision Medicine for All・MD/PhD candidate @ucsf・All things tumor evolution + policy + organizing w/ @uaw2865・he/they・my views & I don't have 20/20 ✊🏼♿️🏳️‍🌈,"Researcher, Advocate/Activist",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14619361,PublicHealthUMN,The University of Minnesota School of Public Health: shaping a future of health #UMNDriven #UMNproud @UMNews,Educator,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
951925479983890432,dereckwpaul,Cofounder & CEO @GlassHealthHQ | @BrighamWomens @HarvardMed via @UCSFMedicine | Health Equity & Innovation | Son of Immigrants | #23,"Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1391936509704613888,Ayomideolife,NC gal who operates on feelings & vibes. Believer. Creative | 🎥: We Belong | 🎤 @knownmpls| 🎹 | MD-PhD in Epi Student @UMNMSTP on the side #socialepi|she/her,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
959170033,humzasayshi,"Activist, organizer, nonprofit founder. M2, policy-maker @sfgov, writer. @CPSolvers - ARM. Politics, migration, medical education, social movements, ID. He/him.",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1030171598874132481,DocMarandaWard,Educator. Community-engaged Scholar.,Educators,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1151633172955746304,ANUtomy54,"Anatomy team from the Australian National University Medical School, Canberra, Australia",Medical professionals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325559745,john_soles,"Rural generalist,  interested in medical education, simulation, and evidence based medicine.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389110001,djillk1,"Prof,FM;UAlberta.Locum rural generalist. Antiracist working for social justice & health equity. Live & work on Treaty 6&8 land. Tweets my own opinions.She/her","Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1264447600029302784,ZachBoggsMD,"Father, Husband, UVA General Internist, Clinical Educator, hiker and musician, tweets are my own",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880126991642632194,MKiaMD,"Mother, General Internist, Educator, Obesity Specialist, Fan of Poetry",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552865756,JournalGIM,Practice-based evidence for evidence-based practice. The official journal of the Society of General Internal Medicine.,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1379411684012531715,MGH_DGIM,"Patient-centered, transformative care. Focused on preventive medicine and population health to improve patient care and manage chronic diseases.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12382182,mlage,"Neuropathologist, Assistant Prof, Associate Program Director @mghpathology Trained @PennPathLabMed.  From Pamplona, Spain #Neuropath #Pathology #antiRacism","Medical professional, Researcher, Advocate/Activist",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3345645321,MGHPathology,Our mission: To deliver the highest level of pathology services and to move the field of pathology forward.,Medical professional or Researcher,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2999852296,MGH_RI,"The largest hospital-based #research enterprise in the U.S. Where #science and #medicine converge to improve patient care. 
We ❤️🔬",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36682352,kokanekreutzer,"Reader, Medical Educator, Musician, Arts Supporter, Nature Lover. Learning. Tweets represent my own opinions.",Educator,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
378709823,Nabeela_Surgeon,Consultant Maxillofacial Surgeon & Guardian of Safe Working @nottmhospitals. @BAOMSofficial Champion for EDI and @UKSWiMS council member. Views are all my own.,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14817102,geebeeWA,family friends facts feminism fishing fotography food fun partnered for 20+ years and married now to the same wonderful woman 🌈 @geebeeWA@aus.social,Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1513968939088461831,esha_rafique01,"An Advocate of Innovation, Diversity, Moral & Ethics in Healthcare",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76741269,gmsamaras,"Retired(~); former somethingorother...still pilot, diver, & goatherder (he/him). Dog master; Cat staffer; ANTIFAscist. I say gay, respectfully, & stay WOKE😷",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1331037722086158338,VrRetweeter,"♻️I auto-retweet #VirtualReality tweets!

⚠️NSFW tweets filtered but still possible as Auto-Retweet

🔖Find #VR reviews➡️@NookSite

💻Built by➡️@NookSite",Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1396038648144015361,goggleminds,Clinical learning experiences powered by virtual reality,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706988598189498368,Shri_MD,kindness above all else,Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3953329695,cacouteau,"Fuzzy thinker, scientist, artist, musician. Tall.
Freelance out of the box thinking & analysis.

I'd rather be a NoVidian than a COVIDIAN.

ANTIFA 

#DavosSafe",Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54519885,OTJOnline,The online site to accompany the popular #OperatingTheatreJournal and #JobsBoard #OperatingTheatreJobs #OTJOBS #ODP #TheatreNurse #OperatingTheatreNurse #Wales,Job Posting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
547693795,nkagetsu,🇨🇦 born @MITChemE | #learner | @NeuroSinai | #kaizen | #DEI 🏳‍🌈| #SDGs / #R4SF | #wellness | #equitymatters | #notyourwedge | 🤘🖖| he/him | tweets 🙋🏻‍♂,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140376569,kerrie_aust,"Doctor, wife, mum. #justaGP ❤️ preventative health and doctor wellbeing. ACT AMA President-Elect. She/her",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823334198937161728,sharonmjay,"SET 5 Gen Surg | Ex-RACSTA Chair | Ex AoNZ Rep 🇳🇿| Non-linear career path, diversity, mental health, leadership, human factors, trauma 🚴🏽‍♀️🏋🏽‍♀️🌱🏡",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752515926,DrDanica,"Ophthalmologist @NL_HealthServ.
Busy living & loving life. Interested in research, medical education, music, comedy, & dogs. #MedEd #FOAMed",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365015039422398472,ClarisaSurgeon,"Post-CCT OG Fellow @Oxford
Past OG Fellow @UHBW
FRCSEd|DM|MembFST|AcadMedEd|
Secretary @roux_group|@hampshirevolley|
NVL Ref|Past Stats-lady London 2012",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1297181565861191681,Chakladar_A,Anaesthetist | Views my own | RT≠endorsement etc | He/Him/Dr | @dasairway surveys | 🇮🇳 🇬🇧 | Child of 'invaders' | @AbhijoyChakladar@med-mastodon.com,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880806433834618880,Richard16066527,"Trauma & Orthopaedic Surgeon. Limb reconstruction after trauma, deformity, shortening, nonunion. Bone & joint infection. Children’s orthopaedics.🇬🇧🇮🇪",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811464454,luishcruzc,#Pathologist #PediPath at @SaludGuanajuato #Mexico / #Patólogo #Pediatra en Secretaria de @SaludGuanajuato #HIMFG #UNAM #pathology,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391384620000849924,fearnley_k,NHS Doctor | Animal rights activist | Long Covid Research Initiative | helping to make invisible illness VISIBLE | advocate for #ME | #LongCovid | #CleanAirBill,"Medical Professional, Advocate/Activist, Researcher",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3814413376,marinasoltan_,Clinical Fellow @NHSEngland doing a funded PhD in Clinical Risk Scoring using AI |Respiratory Reg @unibirmingham IChair Health-Ed @AoMRC|@gmcuk ass.|@BBCOne,"Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1106780149,svig2,"Consultant Vascular & General Surgeon, Trainer & Passionate about the NHS. Determined to ensure the good health of all NHS professionals https://t.co/aGBA81KJxo",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135057733,morefluids,Mum | Anaesthetic Registrar | Founder https://t.co/DAi8kp8UZg @medicamedialtd | Former publicist/writer (she/her) | Social Science BSc MSc,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419083540541579264,IAP_AUS,The Australasian Division of the International Academy of Pathology (IAP AUS),Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3367146257,lara_pijuan,Pulmonary digital #pathologist & Head of #cytopath at @bellvitgepath  @hbellvitge #immunooncology #SoMe #DigitalPathology #pulmpath #cvpath T/RT my own,"Medical Professional, Researcher",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
997104469904183296,ArjaSateesh,"Dean of School of Medicine. Expertise in Accreditation, Assessments, & Curriculum & Faculty Development. All opinions are my own and do not reflect my employer.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121929509,stulews,"when times are weird, enjoy your favourite weirdos and potato chips.",Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1197989545,alvarezzzy,"Well-Being Director|Co-Chair, Human Potential Team|#EMWellness @StanfordEMED•#selfcompassion•#doctorsarehumanstoo•#DEI🏳️‍🌈•#HPRT|@SUBiodesign fellow|•ex-🌲APD",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921914304,sginsburg1,Canada Research Chair in Health Professions Education and clinician @SinaiHealth @UofT_DOM @uoftmedicine @thewillsoncentre.,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1527471696394977296,EricaAiLi1,Medical student @WesternU • Statistics enthusiast • Medical illustration hobbyist,"Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29235522,KBruynell,"Master's in Healthcare Management, Administrative Director @BrighamBEI #MedEd",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73027215,jnkjlezv,"Proud American, Entrepreneur, & Foodie! Director of Market Structure (tweets r my own)  #family #travel #realestate #MGwarrior #MyastheniaGravis",Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3550292775,samlegraham,"SMU BComm ‘21 • UCC MPH ‘23 • Passionate about policy, politics, and public health • Policy Advisor @ Doctors Nova Scotia • 🇨🇦🇮🇪 • all views are my own •",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
259368729,HealthAssnNS,"HANS provides exceptional human resource shared services, innovative clinical engineering solutions, policy support, & expertise our customers can count on.",Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404963708,Doctors_NS,Professional medical association representing physicians in Nova Scotia. Dedicated to improving patient care & helping Nova Scotians live healthier lives.,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082645276119220225,roecsg,Collaborative development of novel #RadOnc #MedEd initiatives; 501(c)(3) organization,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1123052361709170689,SanghviMd,Professor @UCSDRadMed | APD| #brachytherapy #skinca #hncsm #lysm | #meded #globalhealth | he/his 🏳️‍🌈 🐶dad | views=own I am a work in progress,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85858016,jryckman3,"Medical physicist➡️MD. Passionate about everything #radonc. Focus on QoL, LR-PFS 🎯, constraints🙅‍♀️, isotoxicity ⚖️ and OS. #RadOncCalc @RadOncReview",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784189113520025602,LisaNiMD,PGY-4 | #RadOnc resident @UCSF | alum @UChiPritzker @JHUBME | views my own,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46450452,VidalRadOnc,| 🇧🇷 🇺🇸| @ARRO_org EISC Chair | @StephensonCC #RadOnc Chief Resident | #HealthEquity #PallOnc,"Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1104425033747910656,DianaLinMed,MS4 @PennStHershey | Aspiring #RadOnc 👩🏻‍⚕️ | Research Fellow @sloan_kettering | Ex-Consultant @BoozAllen | Interested in AI/ML/DL 🤖,"Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3229934192,AcadPsychiatry,"#PsychTwitter featuring #scholarly work on #academic #leadership & #innovative #MedEd in #psychiatry, #behavioralsciences & #healthprofessions.",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
450695228,BaroqueLibraria,"One librarian's Weltanschauung. Foodie, #tea lover, avid reader, #chess player, meditator, #toxophilite #sinophile #mentalhealth #mindfulness #bipolar #Quaker",Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1576911,timtripp,I'm a Librarian. Run! He/Him/His,Educator,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
282224181,UHNLibraries,"We help staff, learners and researchers of Team @UHN to make better decisions, provide better care, do better research and save costs.",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1012472611,JSchuurMD,"Emergency Medicine Doc, HSR Research, dad.
Professor @Brown_Emergency Medicine.
Cycling Ambassador for @ridewithgps & @CirrusCyclesInc
Tweets & views mine only.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282479381638787072,LuTorresDeasMD,Physician leader l advocate l well-being warrior l JEDI l Latina 🇵🇷 l PCP l Mama doc l ally l   💗 Rotties l tweets = my own views,"Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1162402680528080896,sim_aware,"Talking all things patient simulation & bringing the #SimTribe together

Please check out our YouTube channel! Please Subscribe! 

#MedSim #MedEd",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335555455,HealthySim,"World's leading Healthcare Simulation resource website. CE/CME webinars & courses, expert interviews, event & job listings, product demos, research and more!",Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27895922,CAEHealthcare,"#momentsthatmatter, #makinghealthcaresafer, improving #patientsafety through #healthcaresimulation | RT ≠ endorsement | FACEBOOK: https://t.co/4pK0KyTebx",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18594079,nedalai,Adult primary care doctor-researcher passionate about improving behavioral health and diabetes care AND physician well-being - my tweets are my own,"Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1410346535661998081,AliciaH412,"GI Specialist Rep with a compassion for patients. I enjoy travel, research analytics, animal rescue & barre class. ""I am still learning."" -Michelangelo",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860774995,WeiWeiLeeMD,"Medical educator, internist | optimist, mom, immigrant | Interested in #physicianwellbeing, #patientcenteredtech #telehealth #proudtobeGIM | tweets are my own","Medical professional, Educator, Advocate/Activist",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
839938880702918658,nikiforova_md,Primary care physician and clinician educator @PittGIM #proudtobeGIM she/her,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74834376,kazuomatsui,Rheumatologist | Clinical Investigator  | Department of Rheumatology | Teine Keijinkai Hospital | Football ⚽️ | Art 🌹 | Music 🎹 | Food 🍙 |,"Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
492684779,LSchuwirth,"Strategic professor of medical education, Australia. Views are my own.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126484094609530895,Pravend96434238,The Kabir is God,Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1263467413200416768,ZafarIqbalPhD,Research Scientist @acuity_insights | Dad of 3 monsters,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1486202402659344388,precisionmedbot,"We Tweets about #gaming and retweet daily. Wishlist on Steam using the link below! 
https://t.co/OP5StKZ0Nx",Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3091857806,RossAlbertMD,"Hospice and Palliative Care Medical Director, Hartford HeathCare at Home. Proud Dad of 3. Tweetsmyown #hpm",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397749650,askdrfatima,"Obesity Medicine Physician, Internist, Pediatrician, Scientist, Media Professional, Policy Maker, Activist, Teacher, Entrepreneur, Thought Leader","Medical professional, Researcher, Advocate/Activist, Educator, Miscellaneous",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2240633400,SimonNoahEtkind,"Palliative Care Clinical Lecturer in Cambridge. Co-chair@apm_trainees. 

""medicine is a science of uncertainty""",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321718847314010112,dr_discobel,Internal Medicine Trainee & aspiring Palliative Care Doc | @apmjuniors Careers & Mentorship Co-ordinator | Views my own etc etc,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489412103148613633,Antibioticsbot,We Tweets about #gaming and retweet daily. Wishlist on Steam using the link below! https://t.co/RRpUDSdujk…,Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
